Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4361,0.4387,0.4361,0.4373,0.5691,20.2806,0.1299,0.1299
DecisionTree,Original,0.4529,0.4586,0.4529,0.4555,0.588,19.7143,0.1635,0.1635
KNN,Anonymous,0.4805,0.4237,0.4805,0.4311,0.5834,6.5886,0.0946,0.1026
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5515,0.3668,0.5515,0.4276,0.7103,1.0402,0.157,0.2343
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5019,0.4457,0.5019,0.459,0.6961,1.5441,0.1575,0.1661
RandomForest,Original,0.5318,0.4737,0.5318,0.4844,0.7301,1.2083,0.2154,0.2278
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
