Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4378,0.4426,0.4378,0.4401,0.5748,20.2135,0.1383,0.1384
DecisionTree,Original,0.447,0.4531,0.447,0.4499,0.5853,19.9281,0.1549,0.155
KNN,Anonymous,0.4793,0.4229,0.4793,0.4306,0.5831,6.5894,0.0935,0.1012
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.553,0.3669,0.553,0.4293,0.7346,1.0127,0.1622,0.2385
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5054,0.4432,0.5054,0.4582,0.6871,1.3997,0.1634,0.1733
RandomForest,Original,0.5317,0.4722,0.5317,0.4843,0.7317,1.2317,0.2137,0.226
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
