Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5903,0.5823,0.5903,0.5861,0.5077,14.7679,0.0158,0.0158
DecisionTree,Original,0.7917,0.7945,0.7917,0.7929,0.7609,7.5091,0.5153,0.5155
DecisionTree,TVAE,0.8125,0.808,0.8125,0.8091,0.7632,6.7582,0.5437,0.5456
KNN,CTGAN,0.6667,0.529,0.6667,0.5666,0.4603,4.9132,-0.036,-0.0629
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6806,0.6359,0.6806,0.6378,0.5519,2.7551,0.1116,0.1259
LogisticRegression,CTGAN,0.6944,0.6369,0.6944,0.5815,0.5714,0.6683,0.0174,0.0501
LogisticRegression,Original,0.8472,0.8588,0.8472,0.8339,0.7905,0.4473,0.5934,0.6293
LogisticRegression,TVAE,0.8403,0.853,0.8403,0.8252,0.7936,0.4496,0.5719,0.6114
RandomForest,CTGAN,0.6806,0.4793,0.6806,0.5624,0.6291,0.6277,-0.0273,-0.0787
RandomForest,Original,0.8403,0.8473,0.8403,0.8274,0.8087,0.4582,0.578,0.6083
RandomForest,TVAE,0.8194,0.8145,0.8194,0.8122,0.7699,0.5044,0.5456,0.5542
SVM,CTGAN,0.6875,0.4808,0.6875,0.5658,N/A,N/A,-0.0138,-0.0555
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
