Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4917,0.5747,0.4917,0.5105,N/A,N/A,0.0025,0.0027
DecisionTree,GaussianCopula,0.6417,0.6791,0.6417,0.6532,N/A,N/A,0.2344,0.241
DecisionTree,Original,0.7083,0.7228,0.7083,0.7138,N/A,N/A,0.3456,0.3478
DecisionTree,TVAE,0.4667,0.5462,0.4667,0.4867,N/A,N/A,-0.0532,-0.0584
KNN,CTGAN,0.5708,0.591,0.5708,0.5794,N/A,N/A,0.0405,0.0408
KNN,GaussianCopula,0.65,0.5671,0.65,0.5836,N/A,N/A,-0.0096,-0.012
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.675,0.6028,0.675,0.5995,N/A,N/A,0.0358,0.0497
LogisticRegression,CTGAN,0.3542,0.6241,0.3542,0.2636,N/A,N/A,0.0187,0.0471
LogisticRegression,GaussianCopula,0.6958,0.6589,0.6958,0.651,N/A,N/A,0.15,0.1733
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.4833,0.5477,0.4833,0.5029,N/A,N/A,-0.0535,-0.0569
RandomForest,CTGAN,0.4167,0.5643,0.4167,0.4148,N/A,N/A,-0.0116,-0.0158
RandomForest,GaussianCopula,0.6792,0.6149,0.6792,0.6071,N/A,N/A,0.0527,0.0716
RandomForest,Original,0.8042,0.7994,0.8042,0.7925,N/A,N/A,0.4976,0.5134
RandomForest,TVAE,0.4208,0.5386,0.4208,0.4325,N/A,N/A,-0.054,-0.0665
