Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5694,0.5802,0.5694,0.5744,N/A,N/A,0.0106,0.0107
DecisionTree,Original,0.7569,0.7696,0.7569,0.7615,N/A,N/A,0.4517,0.4544
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,N/A,N/A,0.1247,0.1373
KNN,Original,0.6597,0.6276,0.6597,0.6366,N/A,N/A,0.1136,0.118
LogisticRegression,Anonymous,0.5278,0.5764,0.5278,0.5445,N/A,N/A,0.0016,0.0017
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,N/A,N/A,0.4083,0.4115
RandomForest,Anonymous,0.6042,0.6117,0.6042,0.6077,N/A,N/A,0.0847,0.0848
RandomForest,Original,0.8611,0.8604,0.8611,0.8555,N/A,N/A,0.6505,0.6607
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
