Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8206,0.8358,0.8206,0.8278,0.6106,6.465,0.2031,0.2043
DecisionTree,CTGAN_HYBRID,0.7386,0.831,0.7386,0.775,0.6105,9.4224,0.1487,0.1644
DecisionTree,GaussianCopula_HYBRID,0.7867,0.8105,0.7867,0.7979,0.5455,7.6886,0.081,0.0818
DecisionTree,Original,0.8322,0.8398,0.8322,0.8359,0.6172,6.0465,0.224,0.2244
DecisionTree,TVAE_HYBRID,0.8674,0.8418,0.8674,0.8515,0.5875,4.779,0.2143,0.2241
KNN,Anonymous,0.8761,0.8349,0.8761,0.8447,0.6042,2.0839,0.1324,0.1631
KNN,CTGAN_HYBRID,0.8498,0.8201,0.8498,0.8329,0.5952,1.737,0.1194,0.1242
KNN,GaussianCopula_HYBRID,0.8765,0.7879,0.8765,0.8259,0.5044,2.6913,-0.0055,-0.0121
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.8567,0.8089,0.8567,0.8282,0.5737,2.9943,0.0586,0.0662
LogisticRegression,Anonymous,0.8925,0.871,0.8925,0.8645,0.7486,0.3109,0.2416,0.3014
LogisticRegression,CTGAN_HYBRID,0.8763,0.8531,0.8763,0.8609,0.7126,0.3723,0.263,0.2758
LogisticRegression,GaussianCopula_HYBRID,0.8828,0.7797,0.8828,0.828,0.7232,0.3384,-0.0004,-0.0054
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.8767,0.8422,0.8767,0.8509,0.7005,0.5217,0.1796,0.2059
RandomForest,Anonymous,0.8933,0.8722,0.8933,0.8711,0.7744,0.3821,0.2907,0.3329
RandomForest,CTGAN_HYBRID,0.8702,0.8522,0.8702,0.8594,0.7174,0.4202,0.2727,0.2786
RandomForest,GaussianCopula_HYBRID,0.883,0.7797,0.883,0.8281,0.6566,0.3443,0.0,0.0
RandomForest,Original,0.8941,0.8735,0.8941,0.8703,0.7862,0.3542,0.2826,0.3311
RandomForest,TVAE_HYBRID,0.8857,0.8544,0.8857,0.8519,0.7087,1.4495,0.1632,0.2195
