18;[18, 20[;[18, 22[;[18, 26[;[18, 34[;[18, 50[;[18, 82[;*
19;[18, 20[;[18, 22[;[18, 26[;[18, 34[;[18, 50[;[18, 82[;*
20;[18, 20[;[18, 22[;[18, 26[;[18, 34[;[18, 50[;[18, 82[;*
21;[20, 22[;[18, 22[;[18, 26[;[18, 34[;[18, 50[;[18, 82[;*
22;[20, 22[;[18, 22[;[18, 26[;[18, 34[;[18, 50[;[18, 82[;*
23;[22, 24[;[22, 26[;[18, 26[;[18, 34[;[18, 50[;[18, 82[;*
24;[22, 24[;[22, 26[;[18, 26[;[18, 34[;[18, 50[;[18, 82[;*
25;[24, 26[;[22, 26[;[18, 26[;[18, 34[;[18, 50[;[18, 82[;*
26;[24, 26[;[22, 26[;[18, 26[;[18, 34[;[18, 50[;[18, 82[;*
27;[26, 28[;[26, 30[;[26, 34[;[18, 34[;[18, 50[;[18, 82[;*
28;[26, 28[;[26, 30[;[26, 34[;[18, 34[;[18, 50[;[18, 82[;*
29;[28, 30[;[26, 30[;[26, 34[;[18, 34[;[18, 50[;[18, 82[;*
30;[28, 30[;[26, 30[;[26, 34[;[18, 34[;[18, 50[;[18, 82[;*
31;[30, 32[;[30, 34[;[26, 34[;[18, 34[;[18, 50[;[18, 82[;*
32;[30, 32[;[30, 34[;[26, 34[;[18, 34[;[18, 50[;[18, 82[;*
33;[32, 34[;[30, 34[;[26, 34[;[18, 34[;[18, 50[;[18, 82[;*
34;[32, 34[;[30, 34[;[26, 34[;[18, 34[;[18, 50[;[18, 82[;*
35;[34, 36[;[34, 38[;[34, 42[;[34, 50[;[18, 50[;[18, 82[;*
36;[34, 36[;[34, 38[;[34, 42[;[34, 50[;[18, 50[;[18, 82[;*
37;[36, 38[;[34, 38[;[34, 42[;[34, 50[;[18, 50[;[18, 82[;*
38;[36, 38[;[34, 38[;[34, 42[;[34, 50[;[18, 50[;[18, 82[;*
39;[38, 40[;[38, 42[;[34, 42[;[34, 50[;[18, 50[;[18, 82[;*
40;[40, 42[;[38, 42[;[34, 42[;[34, 50[;[18, 50[;[18, 82[;*
41;[40, 42[;[38, 42[;[34, 42[;[34, 50[;[18, 50[;[18, 82[;*
42;[42, 44[;[42, 46[;[42, 50[;[34, 50[;[18, 50[;[18, 82[;*
43;[42, 44[;[42, 46[;[42, 50[;[34, 50[;[18, 50[;[18, 82[;*
44;[44, 46[;[42, 46[;[42, 50[;[34, 50[;[18, 50[;[18, 82[;*
45;[44, 46[;[42, 46[;[42, 50[;[34, 50[;[18, 50[;[18, 82[;*
46;[46, 48[;[46, 50[;[42, 50[;[34, 50[;[18, 50[;[18, 82[;*
47;[46, 48[;[46, 50[;[42, 50[;[34, 50[;[18, 50[;[18, 82[;*
48;[48, 50[;[46, 50[;[42, 50[;[34, 50[;[18, 50[;[18, 82[;*
49;[48, 50[;[46, 50[;[42, 50[;[34, 50[;[18, 50[;[18, 82[;*
50;[50, 52[;[50, 54[;[50, 58[;[50, 66[;[50, 82[;[18, 82[;*
51;[50, 52[;[50, 54[;[50, 58[;[50, 66[;[50, 82[;[18, 82[;*
52;[52, 54[;[50, 54[;[50, 58[;[50, 66[;[50, 82[;[18, 82[;*
53;[52, 54[;[50, 54[;[50, 58[;[50, 66[;[50, 82[;[18, 82[;*
54;[54, 56[;[54, 58[;[50, 66[;[50, 82[;[18, 82[;[18, 82[;*
55;[54, 56[;[54, 58[;[50, 66[;[50, 82[;[18, 82[;[18, 82[;*
56;[56, 58[;[54, 58[;[50, 66[;[50, 82[;[18, 82[;[18, 82[;*
57;[56, 58[;[54, 58[;[50, 66[;[50, 82[;[18, 82[;[18, 82[;*
58;[58, 60[;[58, 62[;[58, 66[;[50, 82[;[18, 82[;[18, 82[;*
59;[58, 60[;[58, 62[;[58, 66[;[50, 82[;[18, 82[;[18, 82[;*
60;[60, 62[;[58, 62[;[58, 66[;[50, 82[;[18, 82[;[18, 82[;*
61;[60, 62[;[58, 62[;[58, 66[;[50, 82[;[18, 82[;[18, 82[;*
62;[62, 64[;[62, 66[;[58, 66[;[50, 82[;[18, 82[;[18, 82[;*
63;[62, 64[;[62, 66[;[58, 66[;[50, 82[;[18, 82[;[18, 82[;*
64;[64, 66[;[62, 66[;[58, 66[;[50, 82[;[18, 82[;[18, 82[;*
65;[64, 66[;[62, 66[;[58, 66[;[50, 82[;[18, 82[;[18, 82[;*
66;[66, 68[;[66, 70[;[66, 74[;[66, 82[;[50, 82[;[18, 82[;*
67;[66, 68[;[66, 70[;[66, 74[;[66, 82[;[50, 82[;[18, 82[;*
68;[68, 70[;[66, 70[;[66, 74[;[66, 82[;[50, 82[;[18, 82[;*
69;[68, 70[;[66, 70[;[66, 74[;[66, 82[;[50, 82[;[18, 82[;*
70;[70, 72[;[70, 74[;[66, 74[;[66, 82[;[50, 82[;[18, 82[;*
71;[70, 72[;[70, 74[;[66, 74[;[66, 82[;[50, 82[;[18, 82[;*
72;[72, 74[;[70, 74[;[66, 74[;[66, 82[;[50, 82[;[18, 82[;*
73;[72, 74[;[70, 74[;[66, 74[;[66, 82[;[50, 82[;[18, 82[;*
74;[74, 76[;[74, 78[;[74, 82[;[66, 82[;[50, 82[;[18, 82[;*
75;[74, 76[;[74, 78[;[74, 82[;[66, 82[;[50, 82[;[18, 82[;*
76;[76, 78[;[74, 78[;[74, 82[;[66, 82[;[50, 82[;[18, 82[;*
77;[76, 78[;[74, 78[;[74, 82[;[66, 82[;[50, 82[;[18, 82[;*
78;[78, 80[;[78, 82[;[74, 82[;[66, 82[;[50, 82[;[18, 82[;*
79;[78, 80[;[78, 82[;[74, 82[;[66, 82[;[50, 82[;[18, 82[;*
80;[80, 82[;[78, 82[;[74, 82[;[66, 82[;[50, 82[;[18, 82[;*
81;[80, 82[;[78, 82[;[74, 82[;[66, 82[;[50, 82[;[18, 82[;*
82;[82, 84[;[82, 86[;[82, 96[;[82, 96[;[82, 96[;[82, 96[;*
83;[82, 84[;[82, 86[;[82, 96[;[82, 96[;[82, 96[;[82, 96[;*
84;[84, 86[;[82, 86[;[82, 96[;[82, 96[;[82, 96[;[82, 96[;*
85;[84, 86[;[82, 86[;[82, 96[;[82, 96[;[82, 96[;[82, 96[;*
86;[86, 88[;[86, 90[;[82, 96[;[82, 96[;[82, 96[;[82, 96[;*
87;[86, 88[;[86, 90[;[82, 96[;[82, 96[;[82, 96[;[82, 96[;*
88;[88, 90[;[86, 90[;[82, 96[;[82, 96[;[82, 96[;[82, 96[;*
89;[88, 90[;[86, 90[;[82, 96[;[82, 96[;[82, 96[;[82, 96[;*
90;[90, 92[;[90, 94[;[90, 96[;[82, 96[;[82, 96[;[82, 96[;*
91;[90, 92[;[90, 94[;[90, 96[;[82, 96[;[82, 96[;[82, 96[;*
92;[92, 94[;[90, 94[;[90, 96[;[82, 96[;[82, 96[;[82, 96[;*
93;[92, 94[;[90, 94[;[90, 96[;[82, 96[;[82, 96[;[82, 96[;*
94;[94, 96[;[94, 96[;[90, 96[;[82, 96[;[82, 96[;[82, 96[;*
95;[94, 96[;[94, 96[;[90, 96[;[82, 96[;[82, 96[;[82, 96[;*
