Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6807,0.6843,0.6807,0.6824,0.7316,11.0165,0.4835,0.4836
DecisionTree,CTGAN_HYBRID,0.4322,0.425,0.4322,0.4234,0.5282,20.4645,0.0565,0.0572
DecisionTree,GaussianCopula_HYBRID,0.4398,0.4308,0.4398,0.435,0.5314,20.1931,0.0797,0.0798
DecisionTree,Original,0.6709,0.6879,0.6709,0.678,0.7294,11.8608,0.4745,0.4757
DecisionTree,TVAE_HYBRID,0.5941,0.6383,0.5941,0.6019,0.682,13.2483,0.3703,0.3799
KNN,Anonymous,0.6928,0.6801,0.6928,0.6848,0.8016,3.5803,0.4898,0.4913
KNN,CTGAN_HYBRID,0.4074,0.3886,0.4074,0.3939,0.5269,5.548,0.0122,0.0123
KNN,GaussianCopula_HYBRID,0.427,0.4082,0.427,0.4158,0.5361,5.0038,0.04,0.0403
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5452,0.5613,0.5452,0.5324,0.6867,8.5895,0.2771,0.2919
LogisticRegression,Anonymous,0.7395,0.7115,0.7395,0.7167,0.8597,0.6294,0.5569,0.5649
LogisticRegression,CTGAN_HYBRID,0.4767,0.3762,0.4767,0.4127,0.5591,1.0618,0.0419,0.0473
LogisticRegression,GaussianCopula_HYBRID,0.5422,0.4941,0.5422,0.4291,0.6868,0.9645,0.1103,0.1928
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6551,0.6281,0.6551,0.6296,0.7896,1.1444,0.4333,0.445
RandomForest,Anonymous,0.7575,0.7389,0.7575,0.7413,0.8698,0.8967,0.5896,0.5963
RandomForest,CTGAN_HYBRID,0.4864,0.3935,0.4864,0.434,0.5478,1.065,0.0854,0.0911
RandomForest,GaussianCopula_HYBRID,0.5459,0.512,0.5459,0.4789,0.6578,0.9672,0.1677,0.1907
RandomForest,Original,0.7748,0.7582,0.7748,0.7578,0.89,0.5754,0.6174,0.6259
RandomForest,TVAE_HYBRID,0.6483,0.6427,0.6483,0.6281,0.7855,2.0188,0.4298,0.4469
