Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6585,0.6392,0.6585,0.6461,N/A,N/A,0.1509,0.1529
DecisionTree,CTGAN,0.6016,0.5666,0.6016,0.58,N/A,N/A,-0.0141,-0.0145
DecisionTree,CTGAN_HYBRID,0.5854,0.5073,0.5854,0.5371,N/A,N/A,-0.1268,-0.1397
DecisionTree,GaussianCopula,0.5447,0.5308,0.5447,0.5373,N/A,N/A,-0.0982,-0.0985
DecisionTree,GaussianCopula_HYBRID,0.626,0.5597,0.626,0.5789,N/A,N/A,-0.025,-0.0279
DecisionTree,Original,0.6016,0.6656,0.6016,0.6167,N/A,N/A,0.1907,0.2033
DecisionTree,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
DecisionTree,TVAE_HYBRID,0.6748,0.6067,0.6748,0.6029,N/A,N/A,0.0435,0.0586
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,CTGAN,0.6504,0.6172,0.6504,0.6268,N/A,N/A,0.0957,0.0995
KNN,CTGAN_HYBRID,0.6667,0.6162,0.6667,0.6214,N/A,N/A,0.0786,0.0891
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,N/A,N/A,0.1539,0.181
KNN,GaussianCopula_HYBRID,0.626,0.5773,0.626,0.5922,N/A,N/A,0.0088,0.0093
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
KNN,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
KNN,TVAE_HYBRID,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6585,0.4704,0.6585,0.5488,N/A,N/A,-0.0625,-0.1226
LogisticRegression,CTGAN_HYBRID,0.6423,0.4666,0.6423,0.5405,N/A,N/A,-0.092,-0.1514
LogisticRegression,GaussianCopula,0.6911,0.6342,0.6911,0.579,N/A,N/A,0.0197,0.0532
LogisticRegression,GaussianCopula_HYBRID,0.6829,0.6038,0.6829,0.587,N/A,N/A,0.0228,0.0406
LogisticRegression,Original,0.8618,0.876,0.8618,0.8504,N/A,N/A,0.6367,0.6721
LogisticRegression,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,TVAE_HYBRID,0.5935,0.5355,0.5935,0.5568,N/A,N/A,-0.0774,-0.0825
RandomForest,Anonymous,0.6098,0.5648,0.6098,0.5805,N/A,N/A,-0.0176,-0.0184
RandomForest,CTGAN,0.6829,0.581,0.6829,0.5747,N/A,N/A,0.0037,0.0083
RandomForest,CTGAN_HYBRID,0.5854,0.4523,0.5854,0.5103,N/A,N/A,-0.1869,-0.2299
RandomForest,GaussianCopula,0.7073,0.6962,0.7073,0.6241,N/A,N/A,0.1065,0.1753
RandomForest,GaussianCopula_HYBRID,0.6585,0.6134,0.6585,0.6219,N/A,N/A,0.0798,0.0868
RandomForest,Original,0.8374,0.8385,0.8374,0.8275,N/A,N/A,0.5828,0.6019
RandomForest,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
RandomForest,TVAE_HYBRID,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,GaussianCopula_HYBRID,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,TVAE_HYBRID,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
