Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6423,0.6267,0.6423,0.633,,,0.124,0.1249
DecisionTree,CTGAN,0.5447,0.6194,0.5447,0.5619,,,0.0923,0.1001
DecisionTree,GaussianCopula,0.5854,0.606,0.5854,0.5939,,,0.076,0.0766
DecisionTree,Original,0.7154,0.749,0.7154,0.7244,,,0.3912,0.4016
DecisionTree,TVAE,0.7642,0.7596,0.7642,0.7614,,,0.4355,0.4363
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,,,0.036,0.0392
KNN,CTGAN,0.5772,0.5952,0.5772,0.585,,,0.0513,0.0516
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,,,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,,,0.11,0.113
KNN,TVAE,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
LogisticRegression,CTGAN,0.6667,0.6503,0.6667,0.6563,,,0.1775,0.1792
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,,,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,,,0.6184,0.6476
LogisticRegression,TVAE,0.6911,0.664,0.6911,0.6679,,,0.1944,0.2036
RandomForest,Anonymous,0.5935,0.5449,0.5935,0.5631,,,-0.06,-0.0628
RandomForest,CTGAN,0.6341,0.6208,0.6341,0.6265,,,0.1108,0.1114
RandomForest,GaussianCopula,0.7317,0.7228,0.7317,0.6831,,,0.232,0.2852
RandomForest,Original,0.8293,0.8307,0.8293,0.8177,,,0.5584,0.5805
RandomForest,TVAE,0.7561,0.7742,0.7561,0.7089,,,0.2955,0.3732
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
