Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.475,0.5424,0.475,0.495,N/A,N/A,-0.0636,-0.068
DecisionTree,Original,0.7167,0.7234,0.7167,0.7196,N/A,N/A,0.3503,0.3509
DecisionTree,TVAE,0.625,0.574,0.625,0.5898,N/A,N/A,0.0011,0.0012
KNN,CTGAN,0.5792,0.5744,0.5792,0.5767,N/A,N/A,0.0021,0.0021
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.65,0.6526,0.65,0.6513,N/A,N/A,0.1855,0.1856
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.6333,0.5886,0.6333,0.6019,N/A,N/A,0.0315,0.0334
RandomForest,CTGAN,0.6,0.5745,0.6,0.585,N/A,N/A,0.0024,0.0025
RandomForest,Original,0.8083,0.8048,0.8083,0.7962,N/A,N/A,0.5063,0.5239
RandomForest,TVAE,0.6333,0.5848,0.6333,0.5989,N/A,N/A,0.0233,0.0249
