Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5417,0.5741,0.5417,0.5545,0.4982,16.52,-0.0034,-0.0034
DecisionTree,CTGAN_HYBRID,0.4722,0.5021,0.4722,0.4853,0.41,19.023,-0.1692,-0.1713
DecisionTree,GaussianCopula_HYBRID,0.6319,0.5672,0.6319,0.5858,0.4932,13.2661,-0.016,-0.0178
DecisionTree,Original,0.6944,0.7261,0.6944,0.7039,0.6845,11.0133,0.3389,0.3467
DecisionTree,TVAE_HYBRID,0.5417,0.5845,0.5417,0.557,0.5109,16.52,0.0198,0.0204
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.6319,0.5476,0.6319,0.5724,0.4902,3.0359,-0.0472,-0.0558
KNN,GaussianCopula_HYBRID,0.6528,0.6065,0.6528,0.6175,0.518,1.837,0.0625,0.0674
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE_HYBRID,0.6736,0.4777,0.6736,0.559,0.442,6.8139,-0.0406,-0.0968
LogisticRegression,Anonymous,0.4722,0.6071,0.4722,0.482,0.5434,0.7178,0.0474,0.0593
LogisticRegression,CTGAN_HYBRID,0.7014,0.7912,0.7014,0.5851,0.4623,0.6553,0.0313,0.1261
LogisticRegression,GaussianCopula_HYBRID,0.6389,0.6251,0.6389,0.6309,0.5518,0.6626,0.1153,0.1159
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
LogisticRegression,TVAE_HYBRID,0.5833,0.5938,0.5833,0.5881,0.5366,1.3664,0.0426,0.0426
RandomForest,Anonymous,0.5208,0.5515,0.5208,0.5335,0.5102,1.5532,-0.0552,-0.056
RandomForest,CTGAN_HYBRID,0.625,0.5419,0.625,0.5679,0.5097,0.6619,-0.0588,-0.0684
RandomForest,GaussianCopula_HYBRID,0.6111,0.559,0.6111,0.5772,0.5486,0.6651,-0.0349,-0.037
RandomForest,Original,0.8194,0.8148,0.8194,0.8155,0.8006,0.4658,0.5577,0.5606
RandomForest,TVAE_HYBRID,0.5556,0.5719,0.5556,0.5629,0.5266,2.5028,-0.0088,-0.0088
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
