Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3215,0.3672,0.3215,0.3293,0.476,24.4543,-0.0447,-0.0469
DecisionTree,Original,0.6837,0.7026,0.6837,0.6915,0.7412,11.3993,0.4962,0.4977
DecisionTree,TVAE,0.6122,0.6271,0.6122,0.6183,0.6794,13.9778,0.3815,0.3826
KNN,CTGAN,0.3441,0.3745,0.3441,0.2932,0.4947,6.6003,-0.0023,-0.003
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5422,0.5002,0.5422,0.5055,0.6409,7.5786,0.2079,0.2147
LogisticRegression,CTGAN,0.3773,0.4663,0.3773,0.2829,0.5985,1.0777,0.0573,0.1105
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6755,0.6463,0.6755,0.6539,0.7732,1.6557,0.452,0.4572
RandomForest,CTGAN,0.3283,0.3736,0.3283,0.2223,0.4956,1.1317,-0.014,-0.0283
RandomForest,Original,0.7756,0.7611,0.7756,0.7609,0.8896,0.5968,0.6199,0.6273
RandomForest,TVAE,0.6988,0.6758,0.6988,0.6803,0.8307,0.9664,0.5014,0.5071
