Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5278,0.5764,0.5278,0.5445,0.5009,17.0206,0.0016,0.0017
DecisionTree,Original,0.7292,0.7472,0.7292,0.7354,0.7095,9.7618,0.3964,0.4003
KNN,CTGAN,0.5486,0.573,0.5486,0.5589,0.4864,2.1589,-0.006,-0.0061
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,CTGAN,0.7083,0.678,0.7083,0.6451,0.568,0.64,0.137,0.1818
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,CTGAN,0.5833,0.578,0.5833,0.5806,0.5292,0.6694,0.0055,0.0055
RandomForest,Original,0.8194,0.8143,0.8194,0.8139,0.8063,0.4622,0.5517,0.557
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
